player_code,year,tpa,sb,avg,slg,avg_exit_speed,hard_hit_perc
2219076,2018,386,5,0.281842818,0.368563686,87.1796469,0.295302013
2678417,2012,385,18,0.212209302,0.322674419,,
2233014,2017,385,7,0.209230769,0.369230769,85.49473819,0.303797468
2541567,2010,384,1,0.204402516,0.308176101,,
2826790,2015,384,2,0.23006135,0.349693252,90.62062862,0.25
2233920,2018,384,10,0.210227273,0.318181818,87.65652362,0.365168539
2767404,2013,383,2,0.26744186,0.375,,
2230578,2014,383,9,0.272727273,0.425219941,87.84293301,0.222222222
2257686,2016,383,1,0.194690265,0.342182891,85.71470475,0.298913043
2230872,2017,382,2,0.274285714,0.431428571,89.70506168,0.401574803
2208864,2014,382,16,0.307453416,0.447204969,86.22692849,0.252631579
2221638,2017,381,1,0.24,0.415384615,87.19528429,0.319634703
2191536,2014,381,1,0.257790368,0.385269122,89.8424743,0.3
2236086,2018,379,18,0.221574344,0.314868805,83.39776559,0.204761905
2768255,2015,376,9,0.218181818,0.393939394,89.63141963,0.206896552
1717644,2015,376,15,0.302670623,0.391691395,84.88323395,0.208791209
2200290,2014,376,0,0.265486726,0.427728614,86.75581753,0.30952381
2684857,2012,375,4,0.201863354,0.316770186,,
2201046,2016,375,1,0.203703704,0.367283951,88.6555549,0.374331551
2222832,2017,375,1,0.21474359,0.323717949,87.76024894,0.347619048
2540486,2012,374,2,0.256965944,0.448916409,,
2201280,2016,374,3,0.235474006,0.418960245,89.26675862,0.415584416
2208810,2014,374,1,0.27244582,0.424148607,86.54828429,0.355932203
2809931,2015,373,3,0.23699422,0.326589595,82.56103625,0.005434783
2250102,2015,373,6,0.273273273,0.546546547,89.13920038,0.454545455
2253822,2016,373,21,0.228915663,0.328313253,88.51084028,0.38
2429396,2011,372,12,0.311614731,0.444759207,,
2522477,2014,372,12,0.233108108,0.293918919,84.3309596,0
2629680,2013,371,1,0.310650888,0.402366864,85.04754276,0.051470588
2174400,2018,371,4,0.269349845,0.504643963,91.41292157,0.454545455
2581932,2010,370,7,0.281065089,0.381656805,,
2611510,2013,370,48,0.273006135,0.32208589,83.86075542,0
2232660,2017,369,11,0.298013245,0.341059603,84.37079785,0.195219124
2522477,2012,368,14,0.253289474,0.351973684,,
2259186,2016,368,7,0.305732484,0.579617834,89.73403771,0.428571429
2170974,2016,368,2,0.251461988,0.374269006,87.7304935,0.369402985
2267844,2017,365,2,0.247787611,0.410029499,85.04546942,0.27755102
2231904,2015,365,1,0.257971014,0.408695652,85.62591641,0.255172414
2250462,2018,365,1,0.302325581,0.386627907,86.3949782,0.318493151
2186238,2016,364,0,0.218068536,0.361370717,84.34287206,0.236842105
2250330,2018,364,5,0.253246753,0.435064935,85.81491864,0.254464286
2611510,2015,363,19,0.253869969,0.312693498,79.7921438,0.013422819
2195898,2015,363,5,0.255451713,0.308411215,85.43403217,0.170731707
2188338,2017,363,20,0.278125,0.39375,87.42035173,0.276422764
2602057,2010,362,4,0.236245955,0.365695793,,
2233644,2015,362,3,0.28343949,0.414012739,90.47023574,0.408602151
2474729,2010,361,19,0.252365931,0.447949527,,
2739275,2015,361,1,0.237179487,0.291666667,83.97381308,0
2252868,2017,361,17,0.281553398,0.446601942,90.05596264,0.409090909
2208126,2015,361,0,0.260188088,0.369905956,89.25758873,0.347222222
2258688,2016,360,4,0.214511041,0.27444795,84.83138709,0.202643172
2232438,2014,360,0,0.250764526,0.311926606,85.34366203,0.142857143
2170542,2015,360,20,0.220447284,0.303514377,81.54876955,0.195652174
2218098,2016,359,12,0.243076923,0.316923077,84.40154304,0.188679245
2242932,2018,359,6,0.211038961,0.324675325,84.29641748,0.188118812
2231616,2016,358,0,0.295321637,0.447368421,91.00898053,0.441860465
2270730,2018,358,22,0.247349823,0.314487633,82.19757838,0.158974359
2195550,2016,358,17,0.302839117,0.444794953,87.59800427,0.370689655
2220264,2014,358,2,0.22611465,0.369426752,87.24046745,0.117647059
384144,2010,357,5,0.229607251,0.377643505,,
2233422,2016,356,0,0.278287462,0.431192661,85.93137231,0.2625
2203146,2018,356,5,0.279874214,0.418238994,88.41679578,0.351464435
1917876,2015,355,1,0.236686391,0.360946746,89.40158942,0.173333333
2401819,2014,355,35,0.283489097,0.352024922,87.18340342,0.1875
2242722,2016,355,19,0.231023102,0.379537954,88.35699942,0.356725146
2249964,2018,355,19,0.288888889,0.349206349,84.3552238,0.219298246
2504514,2015,354,0,0.230031949,0.399361022,87.5874078,0.230263158
2221848,2016,354,3,0.222580645,0.412903226,85.52222245,0.270742358
2242338,2018,353,0,0.184300341,0.392491468,88.28517701,0.382352941
2236998,2017,352,8,0.273006135,0.441717791,83.2493662,0.2109375
2554033,2011,351,5,0.251633987,0.323529412,,
2208456,2014,351,4,0.268608414,0.404530744,83.96338927,0.1875
2210052,2017,351,17,0.222929936,0.292993631,83.90225464,0.219101124
2216844,2017,351,11,0.253869969,0.356037152,84.88774103,0.241509434
2224068,2016,349,23,0.33126935,0.510835913,90.95701327,0.399209486
2257284,2017,348,0,0.210355987,0.349514563,87.67227902,0.36196319
2281500,2018,347,5,0.189473684,0.343859649,88.92735881,0.391812865
2627794,2014,346,6,0.237179487,0.317307692,83.14540262,0.057971014
2213850,2016,346,2,0.259136213,0.358803987,85.37779657,0.243027888
2189250,2017,345,9,0.230769231,0.329230769,82.1069976,0.148325359
2244786,2018,345,1,0.226973684,0.309210526,87.75855714,0.294820717
2280246,2018,345,1,0.24437299,0.372990354,83.30609981,0.213709677
2281278,2018,345,17,0.269480519,0.350649351,85.68811867,0.287401575
2255316,2017,344,10,0.301948052,0.402597403,87.81895058,0.343173432
2268192,2017,342,25,0.285234899,0.409395973,84.17990881,0.207964602
2506446,2010,341,0,0.274193548,0.393548387,,
2268456,2018,340,5,0.205387205,0.323232323,87.36125796,0.298319328
2233092,2015,340,23,0.241134752,0.361702128,82.31566367,0.130434783
2583703,2010,339,19,0.201277955,0.287539936,,
2216664,2015,339,3,0.271293375,0.406940063,87.7278791,0.372781065
2245854,2015,339,12,0.268551237,0.310954064,82.58565965,0.129770992
2255754,2017,338,6,0.212418301,0.281045752,83.78243801,0.200980392
2150628,2015,336,0,0.185454545,0.265454545,84.37401994,0.240310078
2234838,2015,336,14,0.273333333,0.33,85.5485572,0.224637681
2277804,2018,334,6,0.303030303,0.424242424,88.29201562,0.351351351
2200230,2018,334,0,0.222996516,0.425087108,90.61143861,0.453038674
2631911,2012,333,0,0.258278146,0.387417219,,
2782469,2013,333,24,0.24822695,0.326241135,,
2897860,2016,333,3,0.261016949,0.403389831,85.33551478,0.186528497
2914351,2016,331,25,0.207017544,0.277192982,86.24902137,0.092715232
2188596,2017,331,6,0.319354839,0.419354839,85.61180525,0.21969697
2210256,2018,330,5,0.297101449,0.420289855,87.18045537,0.339805825
2257464,2016,329,4,0.270462633,0.384341637,83.56761169,0.155844156
2177088,2014,329,1,0.327759197,0.555183946,86.87303993,0.25
2251140,2017,329,0,0.236749117,0.378091873,85.88283727,0.226890756
2174862,2014,329,3,0.248344371,0.337748344,84.75198021,0.25
2192196,2015,329,0,0.233552632,0.328947368,87.79936586,0.36
2632325,2011,328,7,0.286666667,0.376666667,,
2553734,2013,326,12,0.295532646,0.467353952,83.73953201,0.068181818
2189358,2016,325,5,0.276450512,0.457337884,85.81455873,0.276315789
2808298,2016,323,4,0.264808362,0.459930314,87.75699486,0.22754491
2159400,2015,323,5,0.259259259,0.30976431,84.77721491,0.166666667
2221068,2016,322,13,0.294326241,0.379432624,84.59166135,0.2
2173152,2017,322,2,0.237113402,0.288659794,81.60240742,0.094827586
2267850,2017,322,3,0.354609929,0.510638298,86.5278054,0.298578199
2688744,2011,320,1,0.237410072,0.305755396,,
2278410,2018,319,6,0.24535316,0.293680297,83.78557654,0.186170213
2198154,2014,318,3,0.290441176,0.371323529,89.40530697,0.458333333
2239116,2018,318,7,0.212837838,0.253378378,80.09761064,0.150837989
2220984,2014,317,15,0.248148148,0.4,96.08192851,0.6
2186070,2016,316,5,0.328413284,0.435424354,87.04197962,0.322274882
2258658,2016,316,3,0.247104247,0.281853282,85.70869369,0.173410405
2177262,2014,316,3,0.284644195,0.348314607,85.37984619,0.25
2725337,2013,315,6,0.229885057,0.333333333,83.93113458,0.071428571
2230248,2016,315,2,0.25795053,0.409893993,88.70718397,0.331914894
2643273,2013,314,1,0.252669039,0.366548043,77.66426953,0
2678785,2012,314,2,0.261818182,0.385454545,,
393988,2016,313,1,0.24567474,0.418685121,91.20108253,0.310526316
2740103,2013,310,1,0.255725191,0.458015267,93.96466182,0.25
2739275,2014,309,9,0.282945736,0.372093023,81.62644402,0
2739275,2013,308,10,0.201492537,0.257462687,79.61629076,0
2215764,2016,306,17,0.235074627,0.279850746,82.47317929,0.156862745
2488391,2010,305,3,0.223529412,0.309803922,,
2182092,2014,305,16,0.328467153,0.503649635,86.51882958,0.392857143
2259204,2017,305,15,0.235521236,0.32046332,83.43471538,0.187878788
2720461,2011,304,13,0.340740741,0.466666667,,
2187360,2018,304,7,0.242753623,0.405797101,91.44684967,0.487437186
2678785,2011,303,2,0.212686567,0.339552239,,
2203440,2016,303,7,0.246323529,0.371323529,85.21007828,0.185897436
2769359,2015,302,0,0.275735294,0.334558824,85.85916894,0.058823529
2861382,2016,302,2,0.24137931,0.409961686,89.64775171,0.270967742
2149248,2014,302,0,0.233463035,0.373540856,89.96789474,0.428571429
2401474,2010,301,5,0.24015748,0.350393701,,
2597733,2014,301,2,0.268551237,0.356890459,79.44460788,0.076923077
2897676,2016,300,15,0.248031496,0.338582677,87.74113659,0.148648649
2258694,2015,300,12,0.302040816,0.485714286,83.66779489,0.285714286
2208090,2014,300,3,0.253731343,0.320895522,83.60571529,0.333333333
2649322,2016,299,29,0.258741259,0.374125874,81.64559022,0.096385542
2771222,2016,299,1,0.228464419,0.288389513,86.72696371,0.136612022
2216256,2016,299,1,0.231316726,0.298932384,85.75067954,0.279329609
2292480,2018,299,16,0.320754717,0.418867925,84.53334525,0.179916318
2205600,2018,299,1,0.268939394,0.477272727,88.64903729,0.374331551
2170410,2014,299,18,0.275735294,0.371323529,85.17810416,0.222222222
2249718,2017,299,19,0.286343612,0.396475771,82.23717054,0.12716763
2476638,2010,298,0,0.203921569,0.28627451,,
2167890,2014,298,1,0.221014493,0.402173913,89.78037119,0.470588235
2198016,2014,298,7,0.245210728,0.383141762,92.79119411,0.333333333
1891104,2010,297,4,0.275735294,0.345588235,,
2195910,2016,297,6,0.227091633,0.338645418,85.2724509,0.23030303
2643273,2011,296,2,0.297709924,0.549618321,,
2649322,2014,296,20,0.239852399,0.332103321,83.29306406,0
2231256,2015,296,2,0.213235294,0.397058824,88.48075601,0.387096774
2161986,2014,296,3,0.311787072,0.536121673,89.12937976,0.35
2727890,2013,295,9,0.248062016,0.317829457,82.14026162,0.019230769
2726487,2012,294,1,0.25093633,0.329588015,,
2632325,2012,293,6,0.258687259,0.293436293,,
2778030,2014,292,0,0.243445693,0.303370787,83.03956447,0.018348624
2611510,2012,291,40,0.252,0.308,,
2266446,2016,291,19,0.357142857,0.542016807,93.80256958,0.483870968
2235426,2015,290,9,0.266917293,0.353383459,84.80108882,0.243902439
2272926,2018,290,27,0.291139241,0.41350211,83.47027306,0.131578947
2286528,2018,290,2,0.257692308,0.403846154,89.60301396,0.38150289
2541567,2013,289,0,0.229885057,0.356321839,89.89990104,0.380952381
2628921,2010,289,4,0.310344828,0.402298851,,
2806757,2014,289,6,0.281954887,0.387218045,84.00797093,0
2195472,2015,289,1,0.24137931,0.38697318,89.10957,0.36969697
2825203,2016,288,0,0.223938224,0.33976834,87.05544222,0.145945946
2720461,2014,287,0,0.304832714,0.36802974,86.91774118,0.127753304
2255604,2016,287,4,0.296153846,0.396153846,82.79696464,0.207142857
2255988,2017,287,13,0.236,0.32,84.45231676,0.213903743
2646010,2016,286,14,0.282868526,0.378486056,81.21948889,0.033707865
2190828,2015,286,0,0.247232472,0.284132841,84.55675183,0.243243243
2739758,2016,284,0,0.214285714,0.353174603,87.34266948,0.25974026
2744105,2015,284,0,0.31884058,0.442028986,,
2279286,2017,282,8,0.33201581,0.442687747,85.05868535,0.228426396
2567764,2010,281,1,0.189393939,0.242424242,,
2677865,2011,281,12,0.226337449,0.37037037,,
2205810,2016,281,28,0.214285714,0.30952381,82.50281401,0.189781022
2216082,2017,281,0,0.278688525,0.483606557,88.49468597,0.366013072
2213424,2016,280,0,0.283464567,0.381889764,86.45431183,0.292035398
2243358,2014,280,19,0.343629344,0.463320463,88.51780919,0.5
1239744,2012,279,11,0.238683128,0.366255144,,
2274414,2018,279,26,0.257028112,0.373493976,83.66770507,0.149253731
2475856,2011,277,8,0.2890625,0.390625,,
2724946,2012,277,3,0.2,0.306122449,,
2259738,2016,276,15,0.271186441,0.449152542,86.71043699,0.342857143
2268270,2017,276,3,0.282258065,0.471774194,90.39489065,0.445121951
2250726,2017,276,2,0.280769231,0.373076923,83.03243514,0.206451613
2202054,2016,276,0,0.246031746,0.456349206,90.09046592,0.443708609
2611510,2011,275,47,0.276150628,0.364016736,,
2234310,2015,275,5,0.258333333,0.3,82.97955955,0.162162162
2246238,2016,275,1,0.255506608,0.308370044,85.63044184,0.152317881
2220708,2016,275,0,0.214007782,0.350194553,87.75406361,0.30952381
2191380,2016,275,12,0.261904762,0.396825397,89.39684434,0.333333333
2683822,2011,274,2,0.326446281,0.458677686,,
2209962,2015,274,21,0.266393443,0.37704918,86.55567123,0.209302326
886050,2010,273,1,0.245614035,0.381578947,,
2725337,2012,273,11,0.204166667,0.3,,
2157216,2014,273,26,0.309917355,0.409090909,85.80824628,0.242424242
2861382,2014,272,0,0.281818182,0.463636364,87.08679601,0.25
2188134,2016,272,17,0.254166667,0.316666667,85.93820898,0.24137931
2285976,2018,272,2,0.246963563,0.327935223,81.91379823,0.167741935
2292138,2018,272,14,0.302788845,0.390438247,83.0052124,0.211956522
2597733,2013,271,4,0.208,0.304,,
2777363,2013,270,7,0.251028807,0.349794239,85.66626462,0.044444444
2176230,2016,270,0,0.247863248,0.418803419,89.75425987,0.48630137
2677750,2011,269,9,0.244541485,0.371179039,,
2767611,2015,269,12,0.246753247,0.372294372,89.09397115,0.242424242
2222058,2015,269,12,0.246753247,0.372294372,89.09397115,0.424242424
2864970,2016,268,4,0.320158103,0.434782609,84.11273922,0.063380282
2931348,2016,268,2,0.281512605,0.478991597,91.83231717,0.319727891
2245872,2016,268,1,0.259911894,0.418502203,88.53101024,0.293785311
2244702,2016,268,7,0.221757322,0.292887029,83.77933724,0.237179487
2252166,2017,268,11,0.258474576,0.406779661,83.04772648,0.228346457
2268384,2017,268,1,0.278481013,0.464135021,86.46582242,0.329545455
2262672,2017,268,11,0.311740891,0.510121457,87.13349577,0.357954545
1995468,2016,268,0,0.177489177,0.268398268,87.75364054,0.352941176
2258064,2017,268,2,0.243589744,0.333333333,83.96799603,0.204724409
2522477,2010,267,12,0.222707424,0.301310044,,
2203464,2015,267,24,0.248927039,0.313304721,79.2511086,0
2270562,2018,267,4,0.25210084,0.466386555,90.37823709,0.403614458
2270094,2016,267,10,0.297413793,0.620689655,92.15998992,0.544117647
2817245,2014,266,2,0.251082251,0.354978355,86.77034044,0.111111111
2190540,2016,266,1,0.230452675,0.374485597,91.48485017,0.487341772
2260890,2018,266,4,0.280193237,0.449275362,88.15699862,0.352941176
2594835,2016,265,13,0.257142857,0.453061224,89.0094337,0.293706294
2285562,2018,265,14,0.229665072,0.263157895,84.63424225,0.12987013
2188602,2014,264,12,0.227678571,0.267857143,78.77124367,0.178571429
2203830,2016,264,3,0.194331984,0.263157895,84.73040988,0.261904762
2234352,2014,264,3,0.326359833,0.393305439,80.89513423,0
2601896,2012,263,0,0.294871795,0.581196581,,
2247150,2016,263,15,0.243478261,0.37826087,86.15395674,0.290322581
2249628,2015,263,3,0.239837398,0.321138211,83.45830627,0.4
2677750,2010,262,10,0.216101695,0.322033898,,
2683132,2012,262,5,0.230046948,0.338028169,,
2212578,2014,262,2,0.266129032,0.383064516,81.23786032,0.176470588
609613,2011,261,0,0.288702929,0.39748954,,
2567764,2014,261,6,0.187772926,0.279475983,84.53721484,0.034482759
2247474,2015,261,3,0.208333333,0.291666667,75.73957745,0
2280366,2018,261,3,0.268722467,0.36123348,84.5510826,0.182857143
2726487,2011,260,1,0.246861925,0.376569038,,
2259426,2017,260,2,0.108786611,0.179916318,82.29906277,0.212903226
2290866,2018,260,18,0.320175439,0.390350877,84.71774509,0.137096774
2219952,2016,259,0,0.227272727,0.351239669,87.36993106,0.312138728
2201256,2018,258,1,0.296943231,0.43231441,88.55091657,0.409356725
2244810,2016,258,14,0.272321429,0.383928571,86.01385767,0.2
2219154,2016,258,12,0.233183857,0.408071749,83.32422697,0.201298701
2256588,2015,257,12,0.23245614,0.350877193,90.45565207,0.25
2266938,2017,256,11,0.206730769,0.307692308,84.63700473,0.185840708
2232558,2014,256,17,0.270742358,0.305676856,84.90366816,0.111111111
2291532,2018,256,8,0.30044843,0.434977578,87.97590642,0.353293413
2215686,2015,256,2,0.283105023,0.337899543,85.86686048,0.252427184
2808298,2013,255,5,0.284444444,0.444444444,,
2131572,2016,255,11,0.281512605,0.415966387,87.27811512,0.364705882
2236314,2018,255,5,0.24537037,0.347222222,83.93107271,0.24
1833792,2016,255,1,0.313559322,0.398305085,87.70534819,0.342105263
2422910,2011,254,8,0.256521739,0.42173913,,
2280642,2017,254,0,0.261261261,0.513513514,89.68696887,0.350364964
2249730,2018,254,2,0.24137931,0.426724138,86.91946673,0.313953488
2266410,2016,254,24,0.302631579,0.421052632,84.92339543,0.258064516
1239744,2015,253,12,0.23553719,0.318181818,84.71487901,0.060606061
2176854,2014,253,1,0.260683761,0.307692308,81.07279424,0
2239434,2015,253,40,0.34375,0.392857143,69.54698352,0
2230518,2014,253,5,0.253333333,0.284444444,86.63251504,0.333333333
1276406,2010,252,4,0.242290749,0.365638767,,
1916910,2010,252,0,0.309090909,0.459090909,,
2259000,2016,252,17,0.240909091,0.309090909,89.10410033,0.390243902
2589177,2011,251,0,0.274418605,0.339534884,,
2255982,2017,251,8,0.290322581,0.479262673,88.34218932,0.31372549
2197674,2015,250,0,0.231818182,0.381818182,93.57745898,0.590909091
2693321,2013,248,3,0.257777778,0.328888889,87.89849042,0
2725268,2011,248,3,0.327433628,0.504424779,,
2253042,2016,248,7,0.233333333,0.314285714,87.00997643,0.111111111
2280612,2018,248,0,0.233766234,0.398268398,89.74303622,0.371428571
2242656,2016,248,4,0.171945701,0.248868778,82.96172837,0.233766234
2514956,2012,247,10,0.212121212,0.267676768,,
2770601,2013,247,2,0.235294118,0.406862745,,
2252532,2017,247,3,0.267857143,0.392857143,82.03118012,0
2257698,2017,247,1,0.168949772,0.260273973,86.69674693,0.306451613
2601896,2010,246,2,0.251121076,0.367713004,,
2281314,2017,246,10,0.252380952,0.333333333,86.83492584,0.214285714
2289462,2018,246,2,0.211055276,0.341708543,82.38480096,0.153846154
2260758,2017,246,2,0.243243243,0.423423423,89.04913425,0.398058252
2237418,2016,246,2,0.301801802,0.373873874,87.31966969,0.277777778
2219628,2016,245,0,0.278761062,0.455752212,86.22055063,0.33125
2270274,2016,245,3,0.246376812,0.328502415,84.93789602,0.209150327
2250048,2016,245,0,0.373873874,0.527027027,83.72465473,0.173469388
2261874,2017,244,1,0.228070175,0.337719298,83.6591895,0.232876712
2540532,2012,243,6,0.286363636,0.377272727,,
2274306,2018,243,9,0.254464286,0.392857143,83.81366562,0.153846154
2284236,2018,243,9,0.246636771,0.399103139,81.22885362,0.206185567
2281386,2018,243,12,0.3125,0.379807692,80.43692217,0.066666667
2728810,2012,242,8,0.282828283,0.323232323,,
2817958,2013,242,1,0.275362319,0.400966184,,
2822742,2016,242,8,0.259259259,0.425925926,85.03473471,0.214285714
2283060,2018,242,0,0.213541667,0.359375,88.43518698,0.417322835
2267640,2016,242,11,0.299516908,0.420289855,83.89925365,0.204819277
2290470,2018,242,12,0.2,0.269767442,82.27076969,0.141732283
2249148,2018,241,7,0.268867925,0.33490566,80.45632368,0.05027933
2856851,2016,240,11,0.289719626,0.387850467,87.48196292,0.207142857
2862693,2015,240,7,0.224390244,0.292682927,77.19186611,0
2281104,2018,240,1,0.220657277,0.309859155,89.54656071,0.378151261
2242692,2014,240,8,0.315315315,0.427927928,87.24932262,0.25
2233608,2017,239,2,0.211538462,0.322115385,85.76650729,0.195121951
2259732,2017,239,11,0.281553398,0.378640777,82.52313266,0
2474729,2011,238,4,0.259259259,0.486111111,,
2266788,2017,238,1,0.189320388,0.203883495,85.09467945,0.194174757
2294412,2018,238,5,0.219178082,0.356164384,86.82755822,0.402985075
2247486,2016,238,2,0.259259259,0.430555556,87.39782869,0.317880795
2264424,2016,238,8,0.281690141,0.478873239,86.60265128,0.258064516
2261076,2018,237,3,0.22815534,0.305825243,85.24287322,0.224489796
1831866,2015,237,0,0.25,0.357843137,86.51669243,0.305555556
2260380,2016,237,15,0.272727273,0.431818182,87.57280901,0.274193548
2507987,2012,236,1,0.251101322,0.392070485,,
2898412,2016,236,0,0.212871287,0.311881188,87.50228924,0.195402299
2188380,2015,236,8,0.24,0.31,84.40988234,0.1
2273460,2018,236,16,0.281553398,0.339805825,77.45023564,0
2260740,2016,236,11,0.309090909,0.390909091,81.95976376,0.095238095
2818418,2014,235,0,0.195121951,0.287804878,87.71092414,0.2
2224416,2016,235,0,0.228426396,0.492385787,83.55762803,0.243478261
2152872,2014,235,1,0.221698113,0.320754717,79.69652849,0.153846154
2227956,2017,235,2,0.299539171,0.497695853,86.19680362,0.296551724
2522477,2011,234,3,0.276923077,0.348717949,,
2661374,2014,234,9,0.224299065,0.299065421,81.27089315,0.020618557
2280654,2017,234,12,0.303921569,0.411764706,86.94652183,0.306122449
2688744,2012,233,3,0.30952381,0.385714286,,
2270292,2018,233,3,0.246376812,0.357487923,89.78862018,0.423357664
2165640,2014,233,2,0.245192308,0.389423077,75.7313145,0.181818182
2259504,2017,232,2,0.238095238,0.328571429,85.35346773,0.297468354
1891104,2011,231,3,0.218446602,0.315533981,,
2287950,2018,231,4,0.169398907,0.349726776,78.22906076,0.115384615
2809931,2013,230,11,0.269607843,0.401960784,,
2291604,2018,230,5,0.25,0.42,87.49127023,0.333333333
2265708,2017,229,0,0.24742268,0.463917526,85.58782375,0.24
2617789,2016,228,0,0.201005025,0.316582915,86.69266461,0.195804196
2296134,2018,228,2,0.294117647,0.588235294,89.46003271,0.396226415
2237892,2016,228,1,0.28708134,0.401913876,83.99787508,0.204379562
2187420,2014,228,4,0.303921569,0.504901961,86.57784225,0.304761905
2768991,2013,227,3,0.234693878,0.397959184,,
2266998,2016,227,6,0.328571429,0.49047619,88.30128416,0.44
1239744,2016,226,5,0.268656716,0.39800995,86.45390524,0.103896104
2589177,2010,226,4,0.276699029,0.393203883,,
2693321,2011,226,4,0.304347826,0.487922705,,
2290464,2018,226,4,0.255102041,0.37244898,82.79869312,0.193877551
2291190,2018,225,15,0.246073298,0.314136126,83.54627281,0
2252694,2017,225,11,0.216216216,0.345945946,85.22213889,0.257731959
2280102,2017,225,4,0.272727273,0.411483254,84.82338515,0.297297297
2261364,2018,225,3,0.174358974,0.220512821,82.0477478,0.134328358
2216328,2018,225,2,0.24137931,0.339901478,83.99851644,0.278571429
2183664,2015,224,7,0.261780105,0.387434555,85.86962437,0.253012048
2172966,2014,224,21,0.243902439,0.346341463,87.7399103,0.285714286
2680763,2010,223,15,0.267676768,0.343434343,,
2280660,2017,223,2,0.317948718,0.415384615,85.02839422,0.247311828
2727890,2017,222,9,0.257731959,0.31443299,83.34141274,0.041958042
2203638,2018,222,5,0.235576923,0.384615385,83.18274704,0.182481752
2625057,2011,221,11,0.304123711,0.391752577,,
2679061,2010,221,3,0.23880597,0.358208955,,
2874354,2015,221,9,0.251231527,0.428571429,83.83783418,0
2281032,2018,221,0,0.212765957,0.308510638,86.74852349,0.308333333
2273652,2018,221,4,0.329896907,0.458762887,86.60629124,0.28125
2602057,2011,220,1,0.204081633,0.295918367,,
2678417,2011,220,9,0.320441989,0.596685083,,
2740977,2016,220,13,0.246153846,0.369230769,84.03490123,0.076190476
2259936,2018,220,3,0.293193717,0.45026178,86.44344773,0.265822785
